split,class,filename,severity,anomalies,details
train,normal,11 - Copy (2).png,critical,text_overlay|possible_watermark,{"bottom_left_edge_density": 0.2569; "bottom_left_std": 50.22; "bottom_bar_bright_fraction": 0.2215; "left_bar_bright_fraction": 0.4332; "right_bar_bright_fraction": 0.4151; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1148; "text_like_ratio": 0.5507}
train,normal,11 - Copy (3).png,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_left_edge_density": 0.21; "bottom_left_std": 51.96; "bottom_bar_bright_fraction": 0.177; "left_bar_bright_fraction": 0.4323; "right_bar_bright_fraction": 0.4462; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "top_border_mean_diff": 90.7; "anomalous_borders": ["top"]; "highpass_ratio": 0.123; "text_like_ratio": 0.5635}
train,normal,11 - Copy - Copy.png,critical,text_overlay|possible_watermark,{"bottom_left_edge_density": 0.2256; "bottom_left_std": 49.57; "bottom_bar_bright_fraction": 0.2219; "left_bar_bright_fraction": 0.4332; "right_bar_bright_fraction": 0.4151; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1148; "text_like_ratio": 0.5507}
train,normal,11 - Copy.png,critical,text_overlay|possible_watermark,{"bottom_left_edge_density": 0.2256; "bottom_left_std": 49.57; "bottom_bar_bright_fraction": 0.2219; "left_bar_bright_fraction": 0.4332; "right_bar_bright_fraction": 0.4151; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1148; "text_like_ratio": 0.5507}
train,normal,11.png,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_left_edge_density": 0.21; "bottom_left_std": 51.96; "bottom_bar_bright_fraction": 0.177; "left_bar_bright_fraction": 0.4323; "right_bar_bright_fraction": 0.4462; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "top_border_mean_diff": 90.7; "anomalous_borders": ["top"]; "highpass_ratio": 0.123; "text_like_ratio": 0.5635}
train,normal,12 - Copy (2) - Copy.png,critical,text_overlay,{"right_bar_bright_fraction": 0.1778; "text_regions": ["right_bar"]}
train,normal,12 - Copy (2).png,critical,text_overlay,{"right_bar_bright_fraction": 0.1778; "text_regions": ["right_bar"]}
train,normal,13 (2) - Copy.png,critical,text_overlay|bright_frame|possible_watermark,{"bottom_left_bright_mean": 192.4; "bottom_right_bright_mean": 210.08; "top_bar_bright_fraction": 0.6396; "bottom_bar_bright_fraction": 0.9217; "left_bar_bright_fraction": 0.8731; "right_bar_bright_fraction": 0.8818; "text_regions": ["bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "bright_border_fraction": 0.4715; "highpass_ratio": 0.1125; "text_like_ratio": 0.4115}
train,normal,13 (2).png,critical,text_overlay|bright_frame|possible_watermark,{"bottom_left_bright_mean": 192.4; "bottom_right_bright_mean": 210.08; "top_bar_bright_fraction": 0.6396; "bottom_bar_bright_fraction": 0.9217; "left_bar_bright_fraction": 0.8731; "right_bar_bright_fraction": 0.8818; "text_regions": ["bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "bright_border_fraction": 0.4715; "highpass_ratio": 0.1125; "text_like_ratio": 0.4115}
train,normal,13 - Copy (2) - Copy.png,critical,text_overlay|bright_frame|possible_watermark,{"top_right_bright_mean": 152.62; "bottom_left_bright_mean": 200.95; "top_bar_bright_fraction": 0.4598; "bottom_bar_bright_fraction": 0.7701; "left_bar_bright_fraction": 0.7789; "right_bar_bright_fraction": 0.6312; "text_regions": ["top_right"; "bottom_left"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "bright_border_fraction": 0.357; "highpass_ratio": 0.1119; "text_like_ratio": 0.4029}
train,normal,13 - Copy (2).png,critical,text_overlay|bright_frame|possible_watermark,{"top_right_bright_mean": 152.62; "bottom_left_bright_mean": 200.95; "top_bar_bright_fraction": 0.4598; "bottom_bar_bright_fraction": 0.7701; "left_bar_bright_fraction": 0.7789; "right_bar_bright_fraction": 0.6312; "text_regions": ["top_right"; "bottom_left"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "bright_border_fraction": 0.357; "highpass_ratio": 0.1119; "text_like_ratio": 0.4029}
train,normal,13 - Copy (3).png,critical,text_overlay|border_anomaly|possible_watermark,{"top_bar_bright_fraction": 0.1657; "bottom_bar_bright_fraction": 0.7269; "text_regions": ["top_bar"; "bottom_bar"]; "top_border_mean_diff": 81.44; "left_border_mean_diff": 107.89; "right_border_mean_diff": 108.3; "anomalous_borders": ["top"; "left"; "right"]; "highpass_ratio": 0.1312; "text_like_ratio": 0.4644}
train,normal,13 - Copy - Copy.png,critical,text_overlay|border_anomaly|possible_watermark,{"top_bar_bright_fraction": 0.1657; "bottom_bar_bright_fraction": 0.7269; "text_regions": ["top_bar"; "bottom_bar"]; "top_border_mean_diff": 81.76; "left_border_mean_diff": 108.54; "right_border_mean_diff": 108.3; "anomalous_borders": ["top"; "left"; "right"]; "highpass_ratio": 0.1312; "text_like_ratio": 0.4644}
train,normal,13 - Copy.png,critical,text_overlay|border_anomaly|possible_watermark,{"top_bar_bright_fraction": 0.1657; "bottom_bar_bright_fraction": 0.7269; "text_regions": ["top_bar"; "bottom_bar"]; "top_border_mean_diff": 81.76; "left_border_mean_diff": 108.54; "right_border_mean_diff": 108.3; "anomalous_borders": ["top"; "left"; "right"]; "highpass_ratio": 0.1312; "text_like_ratio": 0.4644}
train,normal,13.png,critical,text_overlay|border_anomaly|possible_watermark,{"top_bar_bright_fraction": 0.1657; "bottom_bar_bright_fraction": 0.7269; "text_regions": ["top_bar"; "bottom_bar"]; "top_border_mean_diff": 81.44; "left_border_mean_diff": 107.89; "right_border_mean_diff": 108.3; "anomalous_borders": ["top"; "left"; "right"]; "highpass_ratio": 0.1312; "text_like_ratio": 0.4644}
train,normal,16 (2) - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1125; "text_like_ratio": 0.4168}
train,normal,16 (2).png,info,possible_watermark,{"highpass_ratio": 0.1125; "text_like_ratio": 0.4168}
train,normal,16 - Copy (2) - Copy.png,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_right_edge_density": 0.2119; "bottom_right_std": 72.94; "text_regions": ["bottom_right"]; "left_border_mean_diff": 84.06; "anomalous_borders": ["left"]; "highpass_ratio": 0.1222; "text_like_ratio": 0.4661}
train,normal,16 - Copy (2).png,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_right_edge_density": 0.2119; "bottom_right_std": 72.94; "text_regions": ["bottom_right"]; "left_border_mean_diff": 84.06; "anomalous_borders": ["left"]; "highpass_ratio": 0.1222; "text_like_ratio": 0.4661}
train,normal,16 - Copy (3).png,info,possible_watermark,{"highpass_ratio": 0.1125; "text_like_ratio": 0.4168}
train,normal,16 - Copy - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1125; "text_like_ratio": 0.4168}
train,normal,16 - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1125; "text_like_ratio": 0.4168}
train,normal,16.png,info,possible_watermark,{"highpass_ratio": 0.1125; "text_like_ratio": 0.4168}
train,normal,17 (2) - Copy.png,critical,high_saturation|red_overlay|colored_lines,{"high_saturation_fraction": 0.00228; "red_fraction": 0.00228; "colored_line_count": 52}
train,normal,17 (2).png,critical,high_saturation|red_overlay|colored_lines,{"high_saturation_fraction": 0.00228; "red_fraction": 0.00228; "colored_line_count": 52}
train,normal,17 - Copy (2) - Copy.png,critical,text_overlay,{"top_right_edge_density": 0.1994; "top_right_std": 77.53; "bottom_left_edge_density": 0.175; "bottom_left_std": 54.87; "text_regions": ["top_right"; "bottom_left"]}
train,normal,17 - Copy (2).png,critical,text_overlay,{"top_right_edge_density": 0.1994; "top_right_std": 77.53; "bottom_left_edge_density": 0.175; "bottom_left_std": 54.87; "text_regions": ["top_right"; "bottom_left"]}
train,normal,18 (2) - Copy.png,critical,text_overlay|possible_watermark,{"bottom_left_edge_density": 0.2144; "bottom_left_std": 51.68; "top_bar_bright_fraction": 0.2516; "bottom_bar_bright_fraction": 0.1916; "left_bar_bright_fraction": 0.4278; "right_bar_bright_fraction": 0.4957; "text_regions": ["bottom_left"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1163; "text_like_ratio": 0.5553}
train,normal,18 (2).png,critical,text_overlay|possible_watermark,{"bottom_left_edge_density": 0.2144; "bottom_left_std": 51.68; "top_bar_bright_fraction": 0.2516; "bottom_bar_bright_fraction": 0.1916; "left_bar_bright_fraction": 0.4278; "right_bar_bright_fraction": 0.4957; "text_regions": ["bottom_left"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1163; "text_like_ratio": 0.5553}
train,normal,18 - Copy (2) - Copy.png,critical,text_overlay|colored_lines|possible_watermark,{"bottom_left_edge_density": 0.2144; "bottom_left_std": 51.68; "top_bar_bright_fraction": 0.2516; "bottom_bar_bright_fraction": 0.1916; "left_bar_bright_fraction": 0.4278; "right_bar_bright_fraction": 0.4957; "text_regions": ["bottom_left"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "colored_line_count": 12; "highpass_ratio": 0.1167; "text_like_ratio": 0.5556}
train,normal,18 - Copy (2).png,critical,text_overlay|colored_lines|possible_watermark,{"bottom_left_edge_density": 0.2144; "bottom_left_std": 51.68; "top_bar_bright_fraction": 0.2516; "bottom_bar_bright_fraction": 0.1916; "left_bar_bright_fraction": 0.4278; "right_bar_bright_fraction": 0.4957; "text_regions": ["bottom_left"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "colored_line_count": 12; "highpass_ratio": 0.1167; "text_like_ratio": 0.5556}
train,normal,18 - Copy (3).png,critical,text_overlay|possible_watermark,{"bottom_left_edge_density": 0.2144; "bottom_left_std": 51.68; "top_bar_bright_fraction": 0.2516; "bottom_bar_bright_fraction": 0.1916; "left_bar_bright_fraction": 0.4278; "right_bar_bright_fraction": 0.4957; "text_regions": ["bottom_left"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1163; "text_like_ratio": 0.5553}
train,normal,18 - Copy - Copy.png,critical,text_overlay|colored_lines|possible_watermark,{"bottom_left_edge_density": 0.2144; "bottom_left_std": 51.68; "top_bar_bright_fraction": 0.2516; "bottom_bar_bright_fraction": 0.1916; "left_bar_bright_fraction": 0.4278; "right_bar_bright_fraction": 0.4957; "text_regions": ["bottom_left"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "colored_line_count": 18; "highpass_ratio": 0.1167; "text_like_ratio": 0.5556}
train,normal,18 - Copy.png,critical,text_overlay|colored_lines|possible_watermark,{"bottom_left_edge_density": 0.2144; "bottom_left_std": 51.68; "top_bar_bright_fraction": 0.2516; "bottom_bar_bright_fraction": 0.1916; "left_bar_bright_fraction": 0.4278; "right_bar_bright_fraction": 0.4957; "text_regions": ["bottom_left"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "colored_line_count": 18; "highpass_ratio": 0.1167; "text_like_ratio": 0.5556}
train,normal,18.png,critical,text_overlay|possible_watermark,{"bottom_left_edge_density": 0.2144; "bottom_left_std": 51.68; "top_bar_bright_fraction": 0.2516; "bottom_bar_bright_fraction": 0.1916; "left_bar_bright_fraction": 0.4278; "right_bar_bright_fraction": 0.4957; "text_regions": ["bottom_left"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1163; "text_like_ratio": 0.5553}
train,normal,19 (2) - Copy.png,critical,text_overlay|possible_watermark,{"top_left_edge_density": 0.3631; "top_left_std": 77.62; "top_left_bright_mean": 182.62; "top_right_edge_density": 0.3719; "top_right_std": 54.21; "top_right_bright_mean": 215.0; "bottom_left_edge_density": 0.335; "bottom_left_std": 61.48; "bottom_right_edge_density": 0.3425; "bottom_right_std": 56.36; "top_bar_bright_fraction": 0.8255; "bottom_bar_bright_fraction": 0.2717; "left_bar_bright_fraction": 0.7117; "right_bar_bright_fraction": 0.7502; "text_regions": ["top_left"; "top_right"; "bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1609; "text_like_ratio": 0.6023}
train,normal,19 (2).png,critical,text_overlay|possible_watermark,{"top_left_edge_density": 0.3631; "top_left_std": 77.62; "top_left_bright_mean": 182.62; "top_right_edge_density": 0.3719; "top_right_std": 54.21; "top_right_bright_mean": 215.0; "bottom_left_edge_density": 0.335; "bottom_left_std": 61.48; "bottom_right_edge_density": 0.3425; "bottom_right_std": 56.36; "top_bar_bright_fraction": 0.8255; "bottom_bar_bright_fraction": 0.2717; "left_bar_bright_fraction": 0.7117; "right_bar_bright_fraction": 0.7502; "text_regions": ["top_left"; "top_right"; "bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1609; "text_like_ratio": 0.6023}
train,normal,19 - Copy (2) - Copy.png,critical,high_saturation|red_overlay|text_overlay|bright_frame|colored_lines|possible_watermark,{"high_saturation_fraction": 0.00117; "red_fraction": 0.00117; "bottom_left_edge_density": 0.3631; "bottom_left_std": 78.09; "bottom_left_bright_mean": 173.26; "bottom_right_bright_mean": 219.01; "top_bar_bright_fraction": 0.9011; "bottom_bar_bright_fraction": 0.8282; "left_bar_bright_fraction": 0.8713; "right_bar_bright_fraction": 0.8788; "text_regions": ["bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "bright_border_fraction": 0.3918; "colored_line_count": 52; "highpass_ratio": 0.1562; "text_like_ratio": 0.5528}
train,normal,19 - Copy (2).png,critical,high_saturation|red_overlay|text_overlay|bright_frame|colored_lines|possible_watermark,{"high_saturation_fraction": 0.00117; "red_fraction": 0.00117; "bottom_left_edge_density": 0.3631; "bottom_left_std": 78.09; "bottom_left_bright_mean": 173.26; "bottom_right_bright_mean": 219.01; "top_bar_bright_fraction": 0.9011; "bottom_bar_bright_fraction": 0.8282; "left_bar_bright_fraction": 0.8713; "right_bar_bright_fraction": 0.8788; "text_regions": ["bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "bright_border_fraction": 0.3918; "colored_line_count": 52; "highpass_ratio": 0.1562; "text_like_ratio": 0.5528}
train,normal,19 - Copy (3).png,critical,text_overlay|possible_watermark,{"top_left_edge_density": 0.3631; "top_left_std": 77.62; "top_left_bright_mean": 182.62; "top_right_edge_density": 0.3719; "top_right_std": 54.21; "top_right_bright_mean": 215.0; "bottom_left_edge_density": 0.335; "bottom_left_std": 61.48; "bottom_right_edge_density": 0.3425; "bottom_right_std": 56.36; "top_bar_bright_fraction": 0.8255; "bottom_bar_bright_fraction": 0.2717; "left_bar_bright_fraction": 0.7117; "right_bar_bright_fraction": 0.7502; "text_regions": ["top_left"; "top_right"; "bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1609; "text_like_ratio": 0.6023}
train,normal,19 - Copy - Copy.png,critical,high_saturation|red_overlay|text_overlay|colored_lines|possible_watermark,{"high_saturation_fraction": 0.0013; "red_fraction": 0.0013; "top_left_edge_density": 0.3631; "top_left_std": 77.62; "top_left_bright_mean": 182.62; "top_right_edge_density": 0.3719; "top_right_std": 54.21; "top_right_bright_mean": 215.0; "bottom_left_edge_density": 0.335; "bottom_left_std": 61.48; "bottom_right_edge_density": 0.3425; "bottom_right_std": 56.36; "top_bar_bright_fraction": 0.8219; "bottom_bar_bright_fraction": 0.2717; "left_bar_bright_fraction": 0.7117; "right_bar_bright_fraction": 0.7502; "text_regions": ["top_left"; "top_right"; "bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "colored_line_count": 56; "highpass_ratio": 0.1609; "text_like_ratio": 0.6023}
train,normal,19 - Copy.png,critical,high_saturation|red_overlay|text_overlay|colored_lines|possible_watermark,{"high_saturation_fraction": 0.0013; "red_fraction": 0.0013; "top_left_edge_density": 0.3631; "top_left_std": 77.62; "top_left_bright_mean": 182.62; "top_right_edge_density": 0.3719; "top_right_std": 54.21; "top_right_bright_mean": 215.0; "bottom_left_edge_density": 0.335; "bottom_left_std": 61.48; "bottom_right_edge_density": 0.3425; "bottom_right_std": 56.36; "top_bar_bright_fraction": 0.8219; "bottom_bar_bright_fraction": 0.2717; "left_bar_bright_fraction": 0.7117; "right_bar_bright_fraction": 0.7502; "text_regions": ["top_left"; "top_right"; "bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "colored_line_count": 56; "highpass_ratio": 0.1609; "text_like_ratio": 0.6023}
train,normal,19.png,critical,text_overlay|possible_watermark,{"top_left_edge_density": 0.3631; "top_left_std": 77.62; "top_left_bright_mean": 182.62; "top_right_edge_density": 0.3719; "top_right_std": 54.21; "top_right_bright_mean": 215.0; "bottom_left_edge_density": 0.335; "bottom_left_std": 61.48; "bottom_right_edge_density": 0.3425; "bottom_right_std": 56.36; "top_bar_bright_fraction": 0.8255; "bottom_bar_bright_fraction": 0.2717; "left_bar_bright_fraction": 0.7117; "right_bar_bright_fraction": 0.7502; "text_regions": ["top_left"; "top_right"; "bottom_left"; "bottom_right"; "top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1609; "text_like_ratio": 0.6023}
train,normal,20 (2) - Copy.png,critical,text_overlay|border_anomaly,{"bottom_bar_bright_fraction": 0.3693; "text_regions": ["bottom_bar"]; "right_border_mean_diff": 111.4; "anomalous_borders": ["right"]}
train,normal,20 (2).png,critical,text_overlay|border_anomaly,{"bottom_bar_bright_fraction": 0.3693; "text_regions": ["bottom_bar"]; "right_border_mean_diff": 111.4; "anomalous_borders": ["right"]}
train,normal,20 - Copy (2) - Copy.png,critical,text_overlay|border_anomaly,{"bottom_bar_bright_fraction": 0.3693; "text_regions": ["bottom_bar"]; "right_border_mean_diff": 111.4; "anomalous_borders": ["right"]}
train,normal,20 - Copy (2).png,critical,text_overlay|border_anomaly,{"bottom_bar_bright_fraction": 0.3693; "text_regions": ["bottom_bar"]; "right_border_mean_diff": 111.4; "anomalous_borders": ["right"]}
train,normal,20 - Copy (3).png,critical,text_overlay|border_anomaly,{"bottom_bar_bright_fraction": 0.3693; "text_regions": ["bottom_bar"]; "right_border_mean_diff": 111.4; "anomalous_borders": ["right"]}
train,normal,20 - Copy - Copy.png,critical,text_overlay|border_anomaly,{"bottom_bar_bright_fraction": 0.3693; "text_regions": ["bottom_bar"]; "right_border_mean_diff": 111.4; "anomalous_borders": ["right"]}
train,normal,20 - Copy.png,critical,text_overlay|border_anomaly,{"bottom_bar_bright_fraction": 0.3693; "text_regions": ["bottom_bar"]; "right_border_mean_diff": 111.4; "anomalous_borders": ["right"]}
train,normal,20.png,critical,text_overlay|border_anomaly,{"bottom_bar_bright_fraction": 0.3693; "text_regions": ["bottom_bar"]; "right_border_mean_diff": 111.4; "anomalous_borders": ["right"]}
train,normal,3 (2) - Copy.png,critical,colored_pixels|high_saturation|border_anomaly,{"colored_pixel_fraction": 0.0055; "high_saturation_fraction": 0.00547; "top_border_mean_diff": 128.14; "left_border_mean_diff": 135.9; "right_border_mean_diff": 139.43; "anomalous_borders": ["top"; "left"; "right"]}
train,normal,3 (2).png,critical,colored_pixels|high_saturation|border_anomaly,{"colored_pixel_fraction": 0.0055; "high_saturation_fraction": 0.00547; "top_border_mean_diff": 128.14; "left_border_mean_diff": 135.9; "right_border_mean_diff": 139.43; "anomalous_borders": ["top"; "left"; "right"]}
train,normal,3 - Copy (2) - Copy.png,critical,colored_pixels|high_saturation|border_anomaly,{"colored_pixel_fraction": 0.0055; "high_saturation_fraction": 0.00547; "top_border_mean_diff": 128.14; "left_border_mean_diff": 135.9; "right_border_mean_diff": 139.43; "anomalous_borders": ["top"; "left"; "right"]}
train,normal,3 - Copy (2).png,critical,colored_pixels|high_saturation|border_anomaly,{"colored_pixel_fraction": 0.0055; "high_saturation_fraction": 0.00547; "top_border_mean_diff": 128.14; "left_border_mean_diff": 135.9; "right_border_mean_diff": 139.43; "anomalous_borders": ["top"; "left"; "right"]}
train,normal,3 - Copy (3).png,critical,colored_pixels|high_saturation|border_anomaly,{"colored_pixel_fraction": 0.0055; "high_saturation_fraction": 0.00547; "top_border_mean_diff": 128.14; "left_border_mean_diff": 135.9; "right_border_mean_diff": 139.43; "anomalous_borders": ["top"; "left"; "right"]}
train,normal,3 - Copy - Copy.png,critical,colored_pixels|high_saturation|border_anomaly,{"colored_pixel_fraction": 0.0055; "high_saturation_fraction": 0.00547; "top_border_mean_diff": 128.14; "left_border_mean_diff": 135.9; "right_border_mean_diff": 139.43; "anomalous_borders": ["top"; "left"; "right"]}
train,normal,3 - Copy.png,critical,colored_pixels|high_saturation|border_anomaly,{"colored_pixel_fraction": 0.0055; "high_saturation_fraction": 0.00547; "top_border_mean_diff": 128.14; "left_border_mean_diff": 135.9; "right_border_mean_diff": 139.43; "anomalous_borders": ["top"; "left"; "right"]}
train,normal,3.png,critical,colored_pixels|high_saturation|border_anomaly,{"colored_pixel_fraction": 0.0055; "high_saturation_fraction": 0.00547; "top_border_mean_diff": 128.14; "left_border_mean_diff": 135.9; "right_border_mean_diff": 139.43; "anomalous_borders": ["top"; "left"; "right"]}
train,normal,4 - Copy (2) - Copy.png,warning,border_anomaly,{"top_border_mean_diff": 82.05; "anomalous_borders": ["top"]}
train,normal,4 - Copy (2).png,warning,border_anomaly,{"top_border_mean_diff": 82.05; "anomalous_borders": ["top"]}
train,normal,4 - Copy - Copy.png,warning,border_anomaly,{"top_border_mean_diff": 82.05; "anomalous_borders": ["top"]}
train,normal,4 - Copy.png,warning,border_anomaly,{"top_border_mean_diff": 82.05; "anomalous_borders": ["top"]}
train,normal,5 (2) - Copy.png,critical,colored_pixels|high_saturation|colored_lines,{"colored_pixel_fraction": 0.00848; "high_saturation_fraction": 0.0031; "colored_line_count": 4}
train,normal,5 (2).png,critical,colored_pixels|high_saturation|colored_lines,{"colored_pixel_fraction": 0.00848; "high_saturation_fraction": 0.0031; "colored_line_count": 4}
train,normal,5 - Copy (2) - Copy.png,critical,colored_pixels|high_saturation|colored_lines,{"colored_pixel_fraction": 0.00848; "high_saturation_fraction": 0.0031; "colored_line_count": 4}
train,normal,5 - Copy (2).png,critical,colored_pixels|high_saturation|colored_lines,{"colored_pixel_fraction": 0.00848; "high_saturation_fraction": 0.0031; "colored_line_count": 4}
train,normal,5 - Copy (3).png,critical,colored_pixels|high_saturation|colored_lines,{"colored_pixel_fraction": 0.00848; "high_saturation_fraction": 0.0031; "colored_line_count": 4}
train,normal,5 - Copy - Copy.png,critical,colored_pixels|high_saturation|colored_lines,{"colored_pixel_fraction": 0.00848; "high_saturation_fraction": 0.0031; "colored_line_count": 4}
train,normal,5 - Copy.png,critical,colored_pixels|high_saturation|colored_lines,{"colored_pixel_fraction": 0.00848; "high_saturation_fraction": 0.0031; "colored_line_count": 4}
train,normal,5.png,critical,colored_pixels|high_saturation|colored_lines,{"colored_pixel_fraction": 0.00848; "high_saturation_fraction": 0.0031; "colored_line_count": 4}
train,normal,6 - Copy (2) - Copy.png,warning,border_anomaly,{"left_border_mean_diff": 90.77; "right_border_mean_diff": 91.74; "anomalous_borders": ["left"; "right"]}
train,normal,6 - Copy (2).png,warning,border_anomaly,{"left_border_mean_diff": 90.77; "right_border_mean_diff": 91.74; "anomalous_borders": ["left"; "right"]}
train,normal,6 - Copy - Copy.png,warning,border_anomaly,{"left_border_mean_diff": 90.77; "right_border_mean_diff": 91.74; "anomalous_borders": ["left"; "right"]}
train,normal,6 - Copy.png,warning,border_anomaly,{"left_border_mean_diff": 90.77; "right_border_mean_diff": 91.74; "anomalous_borders": ["left"; "right"]}
train,normal,7 (2) - Copy.png,warning,border_anomaly|possible_watermark,{"top_border_mean_diff": 91.81; "bottom_border_mean_diff": 98.04; "left_border_mean_diff": 122.09; "right_border_mean_diff": 122.09; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1204; "text_like_ratio": 0.5401}
train,normal,7 (2).png,warning,border_anomaly|possible_watermark,{"top_border_mean_diff": 91.81; "bottom_border_mean_diff": 98.04; "left_border_mean_diff": 122.09; "right_border_mean_diff": 122.09; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1204; "text_like_ratio": 0.5401}
train,normal,7 - Copy (2) - Copy.png,critical,text_overlay|possible_watermark,{"bottom_bar_bright_fraction": 0.2057; "left_bar_bright_fraction": 0.3023; "right_bar_bright_fraction": 0.3655; "text_regions": ["bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1225; "text_like_ratio": 0.5312}
train,normal,7 - Copy (2).png,critical,text_overlay|possible_watermark,{"bottom_bar_bright_fraction": 0.2057; "left_bar_bright_fraction": 0.3023; "right_bar_bright_fraction": 0.3655; "text_regions": ["bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1225; "text_like_ratio": 0.5312}
train,normal,7 - Copy (3).png,warning,border_anomaly|possible_watermark,{"top_border_mean_diff": 91.81; "bottom_border_mean_diff": 98.04; "left_border_mean_diff": 122.09; "right_border_mean_diff": 122.09; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1204; "text_like_ratio": 0.5401}
train,normal,7 - Copy - Copy.png,critical,text_overlay|possible_watermark,{"bottom_bar_bright_fraction": 0.2057; "left_bar_bright_fraction": 0.3023; "right_bar_bright_fraction": 0.3655; "text_regions": ["bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1225; "text_like_ratio": 0.5312}
train,normal,7 - Copy.png,critical,text_overlay|possible_watermark,{"bottom_bar_bright_fraction": 0.2057; "left_bar_bright_fraction": 0.3023; "right_bar_bright_fraction": 0.3655; "text_regions": ["bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1225; "text_like_ratio": 0.5312}
train,normal,7.png,warning,border_anomaly|possible_watermark,{"top_border_mean_diff": 91.81; "bottom_border_mean_diff": 98.04; "left_border_mean_diff": 122.09; "right_border_mean_diff": 122.09; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1204; "text_like_ratio": 0.5401}
train,normal,8 (2) - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1216; "text_like_ratio": 0.4883}
train,normal,8 (2).png,info,possible_watermark,{"highpass_ratio": 0.1216; "text_like_ratio": 0.4883}
train,normal,8 - Copy (2) - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
train,normal,8 - Copy (2).png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
train,normal,8 - Copy (3).png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
train,normal,8 - Copy - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
train,normal,8 - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
train,normal,8.png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
